3987
20150213005554,10.0.0.2,45252,10.0.0.5,5001,3,0.0-1.0,393216,3145728
20150213005555,10.0.0.2,45252,10.0.0.5,5001,3,1.0-2.0,262144,2097152
20150213005556,10.0.0.2,45252,10.0.0.5,5001,3,2.0-3.0,393216,3145728
20150213005557,10.0.0.2,45252,10.0.0.5,5001,3,3.0-4.0,262144,2097152
20150213005557,10.0.0.2,45252,10.0.0.5,5001,3,4.0-5.0,262144,2097152
20150213005558,10.0.0.2,45252,10.0.0.5,5001,3,5.0-6.0,262144,2097152
20150213005559,10.0.0.2,45252,10.0.0.5,5001,3,6.0-7.0,393216,3145728
20150213005601,10.0.0.2,45252,10.0.0.5,5001,3,7.0-8.0,524288,4194304
20150213005601,10.0.0.2,45252,10.0.0.5,5001,3,8.0-9.0,262144,2097152
20150213005603,10.0.0.2,45252,10.0.0.5,5001,3,9.0-10.0,393216,3145728
20150213005604,10.0.0.2,45252,10.0.0.5,5001,3,10.0-11.0,393216,3145728
20150213005605,10.0.0.2,45252,10.0.0.5,5001,3,11.0-12.0,393216,3145728
20150213005606,10.0.0.2,45252,10.0.0.5,5001,3,12.0-13.0,262144,2097152
20150213005607,10.0.0.2,45252,10.0.0.5,5001,3,13.0-14.0,262144,2097152
20150213005608,10.0.0.2,45252,10.0.0.5,5001,3,14.0-15.0,262144,2097152
20150213005609,10.0.0.2,45252,10.0.0.5,5001,3,15.0-16.0,262144,2097152
20150213005610,10.0.0.2,45252,10.0.0.5,5001,3,16.0-17.0,262144,2097152
20150213005611,10.0.0.2,45252,10.0.0.5,5001,3,17.0-18.0,262144,2097152
20150213005612,10.0.0.2,45252,10.0.0.5,5001,3,18.0-19.0,393216,3145728
20150213005613,10.0.0.2,45252,10.0.0.5,5001,3,19.0-20.0,262144,2097152
20150213005614,10.0.0.2,45252,10.0.0.5,5001,3,20.0-21.0,262144,2097152
20150213005615,10.0.0.2,45252,10.0.0.5,5001,3,21.0-22.0,393216,3145728
20150213005616,10.0.0.2,45252,10.0.0.5,5001,3,22.0-23.0,262144,2097152
20150213005616,10.0.0.2,45252,10.0.0.5,5001,3,23.0-24.0,262144,2097152
20150213005618,10.0.0.2,45252,10.0.0.5,5001,3,24.0-25.0,393216,3145728
20150213005618,10.0.0.2,45252,10.0.0.5,5001,3,25.0-26.0,262144,2097152
20150213005620,10.0.0.2,45252,10.0.0.5,5001,3,26.0-27.0,393216,3145728
20150213005621,10.0.0.2,45252,10.0.0.5,5001,3,27.0-28.0,262144,2097152
20150213005622,10.0.0.2,45252,10.0.0.5,5001,3,28.0-29.0,393216,3145728
20150213005623,10.0.0.2,45252,10.0.0.5,5001,3,29.0-30.0,393216,3145728
20150213005623,10.0.0.2,45252,10.0.0.5,5001,3,0.0-30.8,9830400,2556912
