1423817680,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817680,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817680,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817680,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817680,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817680,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817680,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817680,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817681,s1-eth1,1251052.00,28314.00,1279366.00,28314,1251052,830.00,429.00,1259.00,429,830,0.00,0.00,0,0
1423817681,s1-eth3,14322.00,651264.00,665586.00,651264,14322,217.00,432.00,649.00,432,217,0.00,0.00,0,0
1423817681,s1-eth2,13926.00,617260.00,631186.00,617260,13926,211.00,410.00,621.00,410,211,0.00,0.00,0,0
1423817681,s2-eth1,651264.00,14322.00,665586.00,14322,651264,432.00,217.00,649.00,217,432,0.00,0.00,0,0
1423817681,s2-eth2,14322.00,651264.00,665586.00,651264,14322,217.00,432.00,649.00,432,217,0.00,0.00,0,0
1423817681,eth0,90.00,90.00,180.00,90,90,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1423817681,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817681,total,1944976.00,1962514.00,3907490.00,1962514,1944976,1908.00,1921.00,3829.00,1921,1908,0.00,0.00,0,0
1423817682,s1-eth1,1249628.00,28380.00,1278008.00,28380,1249628,830.00,430.00,1260.00,430,830,0.00,0.00,0,0
1423817682,s1-eth3,14610.00,645264.00,659874.00,645264,14610,221.00,428.00,649.00,428,221,0.00,0.00,0,0
1423817682,s1-eth2,13860.00,627130.00,640990.00,627130,13860,210.00,417.00,627.00,417,210,0.00,0.00,0,0
1423817682,s2-eth1,645264.00,14610.00,659874.00,14610,645264,428.00,221.00,649.00,221,428,0.00,0.00,0,0
1423817682,s2-eth2,14610.00,645264.00,659874.00,645264,14610,221.00,428.00,649.00,428,221,0.00,0.00,0,0
1423817682,eth0,90.00,274.00,364.00,274,90,1.00,3.00,4.00,3,1,0.00,0.00,0,0
1423817682,lo,576.00,576.00,1152.00,576,576,6.00,6.00,12.00,6,6,0.00,0.00,0,0
1423817682,total,1938638.00,1961498.00,3900136.00,1961498,1938638,1917.00,1933.00,3850.00,1933,1917,0.00,0.00,0,0
1423817683,s1-eth1,1251926.00,28380.00,1280306.00,28380,1251926,831.00,430.00,1261.00,430,831,0.00,0.00,0,0
1423817683,s1-eth3,14322.00,644512.00,658834.00,644512,14322,217.00,428.00,645.00,428,217,0.00,0.00,0,0
1423817683,s1-eth2,14124.00,629372.00,643496.00,629372,14124,214.00,418.00,632.00,418,214,0.00,0.00,0,0
1423817683,s2-eth1,644512.00,14322.00,658834.00,14322,644512,428.00,217.00,645.00,217,428,0.00,0.00,0,0
1423817683,s2-eth2,14256.00,646026.00,660282.00,646026,14256,216.00,429.00,645.00,429,216,0.00,0.00,0,0
1423817683,eth0,0.00,92.00,92.00,92,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1423817683,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817683,total,1939140.00,1962704.00,3901844.00,1962704,1939140,1906.00,1923.00,3829.00,1923,1906,0.00,0.00,0,0
1423817684,s1-eth1,1249800.00,28450.00,1278250.00,28450,1249800,832.00,431.00,1263.00,431,832,0.00,0.00,0,0
1423817684,s1-eth3,14834.00,648348.00,663182.00,648348,14834,225.00,432.00,657.00,432,225,0.00,0.00,0,0
1423817684,s1-eth2,13910.00,624124.00,638034.00,624124,13910,211.00,416.00,627.00,416,211,0.00,0.00,0,0
1423817684,s2-eth1,648348.00,14834.00,663182.00,14834,648348,432.00,225.00,657.00,225,432,0.00,0.00,0,0
1423817684,s2-eth2,14900.00,646834.00,661734.00,646834,14900,226.00,431.00,657.00,431,226,0.00,0.00,0,0
1423817684,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423817684,lo,2688.00,2688.00,5376.00,2688,2688,28.00,28.00,56.00,28,28,0.00,0.00,0,0
1423817684,total,1944480.00,1965278.00,3909758.00,1965278,1944480,1954.00,1963.00,3917.00,1963,1954,0.00,0.00,0,0
1423817685,s1-eth1,1249538.00,28512.00,1278050.00,28512,1249538,829.00,432.00,1261.00,432,829,0.00,0.00,0,0
1423817685,s1-eth3,14784.00,676306.00,691090.00,676306,14784,224.00,449.00,673.00,449,224,0.00,0.00,0,0
1423817685,s1-eth2,13728.00,605148.00,618876.00,605148,13728,208.00,402.00,610.00,402,208,0.00,0.00,0,0
1423817685,s2-eth1,676306.00,14784.00,691090.00,14784,676306,449.00,224.00,673.00,224,449,0.00,0.00,0,0
1423817685,s2-eth2,14718.00,676306.00,691024.00,676306,14718,223.00,449.00,672.00,449,223,0.00,0.00,0,0
1423817685,eth0,90.00,90.00,180.00,90,90,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1423817685,lo,104.00,104.00,208.00,104,104,2.00,2.00,4.00,2,2,0.00,0.00,0,0
