2424
20150213005404,10.0.0.1,52237,10.0.0.2,5001,3,0.0-1.0,1310720,10485760
20150213005405,10.0.0.1,52237,10.0.0.2,5001,3,1.0-2.0,1179648,9437184
20150213005406,10.0.0.1,52237,10.0.0.2,5001,3,2.0-3.0,1310720,10485760
20150213005407,10.0.0.1,52237,10.0.0.2,5001,3,3.0-4.0,1179648,9437184
20150213005408,10.0.0.1,52237,10.0.0.2,5001,3,4.0-5.0,1179648,9437184
20150213005409,10.0.0.1,52237,10.0.0.2,5001,3,5.0-6.0,1179648,9437184
20150213005410,10.0.0.1,52237,10.0.0.2,5001,3,6.0-7.0,1310720,10485760
20150213005411,10.0.0.1,52237,10.0.0.2,5001,3,7.0-8.0,1179648,9437184
20150213005412,10.0.0.1,52237,10.0.0.2,5001,3,8.0-9.0,1310720,10485760
20150213005413,10.0.0.1,52237,10.0.0.2,5001,3,9.0-10.0,1179648,9437184
20150213005414,10.0.0.1,52237,10.0.0.2,5001,3,10.0-11.0,1179648,9437184
20150213005415,10.0.0.1,52237,10.0.0.2,5001,3,11.0-12.0,1179648,9437184
20150213005416,10.0.0.1,52237,10.0.0.2,5001,3,12.0-13.0,1179648,9437184
20150213005417,10.0.0.1,52237,10.0.0.2,5001,3,13.0-14.0,1179648,9437184
20150213005418,10.0.0.1,52237,10.0.0.2,5001,3,14.0-15.0,1179648,9437184
20150213005419,10.0.0.1,52237,10.0.0.2,5001,3,15.0-16.0,1179648,9437184
20150213005420,10.0.0.1,52237,10.0.0.2,5001,3,16.0-17.0,1179648,9437184
20150213005421,10.0.0.1,52237,10.0.0.2,5001,3,17.0-18.0,1179648,9437184
20150213005422,10.0.0.1,52237,10.0.0.2,5001,3,18.0-19.0,1310720,10485760
20150213005423,10.0.0.1,52237,10.0.0.2,5001,3,19.0-20.0,1179648,9437184
20150213005424,10.0.0.1,52237,10.0.0.2,5001,3,20.0-21.0,1179648,9437184
20150213005425,10.0.0.1,52237,10.0.0.2,5001,3,21.0-22.0,1179648,9437184
20150213005426,10.0.0.1,52237,10.0.0.2,5001,3,22.0-23.0,1179648,9437184
20150213005427,10.0.0.1,52237,10.0.0.2,5001,3,23.0-24.0,1179648,9437184
20150213005428,10.0.0.1,52237,10.0.0.2,5001,3,24.0-25.0,1310720,10485760
20150213005429,10.0.0.1,52237,10.0.0.2,5001,3,25.0-26.0,1179648,9437184
20150213005430,10.0.0.1,52237,10.0.0.2,5001,3,26.0-27.0,1179648,9437184
20150213005431,10.0.0.1,52237,10.0.0.2,5001,3,27.0-28.0,1179648,9437184
20150213005432,10.0.0.1,52237,10.0.0.2,5001,3,28.0-29.0,1179648,9437184
20150213005433,10.0.0.1,52237,10.0.0.2,5001,3,29.0-30.0,1179648,9437184
20150213005433,10.0.0.1,52237,10.0.0.2,5001,3,0.0-30.1,36306944,9646400
