3296
20150213005516,10.0.0.2,43645,10.0.0.4,5001,3,0.0-1.0,524288,4194304
20150213005517,10.0.0.2,43645,10.0.0.4,5001,3,1.0-2.0,393216,3145728
20150213005518,10.0.0.2,43645,10.0.0.4,5001,3,2.0-3.0,393216,3145728
20150213005519,10.0.0.2,43645,10.0.0.4,5001,3,3.0-4.0,393216,3145728
20150213005521,10.0.0.2,43645,10.0.0.4,5001,3,4.0-5.0,524288,4194304
20150213005521,10.0.0.2,43645,10.0.0.4,5001,3,5.0-6.0,393216,3145728
20150213005523,10.0.0.2,43645,10.0.0.4,5001,3,6.0-7.0,524288,4194304
20150213005523,10.0.0.2,43645,10.0.0.4,5001,3,7.0-8.0,393216,3145728
20150213005524,10.0.0.2,43645,10.0.0.4,5001,3,8.0-9.0,524288,4194304
20150213005525,10.0.0.2,43645,10.0.0.4,5001,3,9.0-10.0,524288,4194304
20150213005526,10.0.0.2,43645,10.0.0.4,5001,3,10.0-11.0,524288,4194304
20150213005527,10.0.0.2,43645,10.0.0.4,5001,3,11.0-12.0,524288,4194304
20150213005528,10.0.0.2,43645,10.0.0.4,5001,3,12.0-13.0,524288,4194304
20150213005529,10.0.0.2,43645,10.0.0.4,5001,3,13.0-14.0,393216,3145728
20150213005530,10.0.0.2,43645,10.0.0.4,5001,3,14.0-15.0,524288,4194304
20150213005531,10.0.0.2,43645,10.0.0.4,5001,3,15.0-16.0,524288,4194304
20150213005532,10.0.0.2,43645,10.0.0.4,5001,3,16.0-17.0,655360,5242880
20150213005533,10.0.0.2,43645,10.0.0.4,5001,3,17.0-18.0,524288,4194304
20150213005534,10.0.0.2,43645,10.0.0.4,5001,3,18.0-19.0,524288,4194304
20150213005535,10.0.0.2,43645,10.0.0.4,5001,3,19.0-20.0,524288,4194304
20150213005536,10.0.0.2,43645,10.0.0.4,5001,3,20.0-21.0,524288,4194304
20150213005537,10.0.0.2,43645,10.0.0.4,5001,3,21.0-22.0,524288,4194304
20150213005538,10.0.0.2,43645,10.0.0.4,5001,3,22.0-23.0,524288,4194304
20150213005540,10.0.0.2,43645,10.0.0.4,5001,3,23.0-24.0,393216,3145728
20150213005540,10.0.0.2,43645,10.0.0.4,5001,3,24.0-25.0,262144,2097152
20150213005541,10.0.0.2,43645,10.0.0.4,5001,3,25.0-26.0,393216,3145728
20150213005543,10.0.0.2,43645,10.0.0.4,5001,3,26.0-27.0,524288,4194304
20150213005543,10.0.0.2,43645,10.0.0.4,5001,3,27.0-28.0,262144,2097152
20150213005544,10.0.0.2,43645,10.0.0.4,5001,3,28.0-29.0,524288,4194304
20150213005545,10.0.0.2,43645,10.0.0.4,5001,3,29.0-30.0,393216,3145728
20150213005545,10.0.0.2,43645,10.0.0.4,5001,3,0.0-30.3,14286848,3770689
