4857
20150213005633,10.0.0.5,59253,10.0.0.6,5001,3,0.0-1.0,262144,2097152
20150213005634,10.0.0.5,59253,10.0.0.6,5001,3,1.0-2.0,262144,2097152
20150213005635,10.0.0.5,59253,10.0.0.6,5001,3,2.0-3.0,262144,2097152
20150213005636,10.0.0.5,59253,10.0.0.6,5001,3,3.0-4.0,262144,2097152
20150213005637,10.0.0.5,59253,10.0.0.6,5001,3,4.0-5.0,262144,2097152
20150213005639,10.0.0.5,59253,10.0.0.6,5001,3,5.0-6.0,393216,3145728
20150213005640,10.0.0.5,59253,10.0.0.6,5001,3,6.0-7.0,131072,1048576
20150213005640,10.0.0.5,59253,10.0.0.6,5001,3,7.0-8.0,0,0
20150213005641,10.0.0.5,59253,10.0.0.6,5001,3,8.0-9.0,262144,2097152
20150213005642,10.0.0.5,59253,10.0.0.6,5001,3,9.0-10.0,393216,3145728
20150213005643,10.0.0.5,59253,10.0.0.6,5001,3,10.0-11.0,262144,2097152
20150213005644,10.0.0.5,59253,10.0.0.6,5001,3,11.0-12.0,393216,3145728
20150213005645,10.0.0.5,59253,10.0.0.6,5001,3,12.0-13.0,393216,3145728
20150213005646,10.0.0.5,59253,10.0.0.6,5001,3,13.0-14.0,262144,2097152
20150213005647,10.0.0.5,59253,10.0.0.6,5001,3,14.0-15.0,393216,3145728
20150213005648,10.0.0.5,59253,10.0.0.6,5001,3,15.0-16.0,262144,2097152
20150213005649,10.0.0.5,59253,10.0.0.6,5001,3,16.0-17.0,393216,3145728
20150213005650,10.0.0.5,59253,10.0.0.6,5001,3,17.0-18.0,262144,2097152
20150213005651,10.0.0.5,59253,10.0.0.6,5001,3,18.0-19.0,262144,2097152
20150213005652,10.0.0.5,59253,10.0.0.6,5001,3,19.0-20.0,262144,2097152
20150213005653,10.0.0.5,59253,10.0.0.6,5001,3,20.0-21.0,393216,3145728
20150213005654,10.0.0.5,59253,10.0.0.6,5001,3,21.0-22.0,262144,2097152
20150213005655,10.0.0.5,59253,10.0.0.6,5001,3,22.0-23.0,393216,3145728
20150213005656,10.0.0.5,59253,10.0.0.6,5001,3,23.0-24.0,393216,3145728
20150213005657,10.0.0.5,59253,10.0.0.6,5001,3,24.0-25.0,393216,3145728
20150213005657,10.0.0.5,59253,10.0.0.6,5001,3,25.0-26.0,393216,3145728
20150213005658,10.0.0.5,59253,10.0.0.6,5001,3,26.0-27.0,524288,4194304
20150213005700,10.0.0.5,59253,10.0.0.6,5001,3,27.0-28.0,655360,5242880
20150213005700,10.0.0.5,59253,10.0.0.6,5001,3,28.0-29.0,524288,4194304
20150213005701,10.0.0.5,59253,10.0.0.6,5001,3,29.0-30.0,524288,4194304
20150213005701,10.0.0.5,59253,10.0.0.6,5001,3,0.0-30.4,10223616,2691276
